chapter,depth1,depth2,depth3,title,url
한국사,근대사회의 태동,종교의 새 기운,천주교의 전파와 교세 확대,천주교의 전파와 교세 확대,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%ED%95%9C%EA%B5%AD%EC%82%AC/%EA%B7%BC%EB%8C%80%EC%82%AC%ED%9A%8C%EC%9D%98_%ED%83%9C%EB%8F%99/%EC%A2%85%EA%B5%90%EC%9D%98_%EC%83%88_%EA%B8%B0%EC%9A%B4/%EC%B2%9C%EC%A3%BC%EA%B5%90%EC%9D%98_%EC%A0%84%ED%8C%8C%EC%99%80_%EA%B5%90%EC%84%B8_%ED%99%95%EB%8C%80
한국사,근대사회의 태동,종교의 새 기운,19세기 전반의 개혁사상,19세기 전반의 개혁사상,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%ED%95%9C%EA%B5%AD%EC%82%AC/%EA%B7%BC%EB%8C%80%EC%82%AC%ED%9A%8C%EC%9D%98_%ED%83%9C%EB%8F%99/%EC%A2%85%EA%B5%90%EC%9D%98_%EC%83%88_%EA%B8%B0%EC%9A%B4/19%EC%84%B8%EA%B8%B0_%EC%A0%84%EB%B0%98%EC%9D%98_%EA%B0%9C%ED%98%81%EC%82%AC%EC%83%81
한국사,근대사회의 발전,쇄국과 개화 정책,19세기 후반의 한국,19세기 후반의 한국,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%ED%95%9C%EA%B5%AD%EC%82%AC/%EA%B7%BC%EB%8C%80%EC%82%AC%ED%9A%8C%EC%9D%98_%EB%B0%9C%EC%A0%84/%EC%87%84%EA%B5%AD%EA%B3%BC_%EA%B0%9C%ED%99%94_%EC%A0%95%EC%B1%85/19%EC%84%B8%EA%B8%B0_%ED%9B%84%EB%B0%98%EC%9D%98_%ED%95%9C%EA%B5%AD
한국사,근대사회의 발전,쇄국과 개화 정책,왕권의 재확립과 쇄국책,왕권의 재확립과 쇄국책,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%ED%95%9C%EA%B5%AD%EC%82%AC/%EA%B7%BC%EB%8C%80%EC%82%AC%ED%9A%8C%EC%9D%98_%EB%B0%9C%EC%A0%84/%EC%87%84%EA%B5%AD%EA%B3%BC_%EA%B0%9C%ED%99%94_%EC%A0%95%EC%B1%85/%EC%99%95%EA%B6%8C%EC%9D%98_%EC%9E%AC%ED%99%95%EB%A6%BD%EA%B3%BC_%EC%87%84%EA%B5%AD%EC%B1%85
한국사,근대사회의 발전,쇄국과 개화 정책,국제무대에의 진출,국제무대에의 진출,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%ED%95%9C%EA%B5%AD%EC%82%AC/%EA%B7%BC%EB%8C%80%EC%82%AC%ED%9A%8C%EC%9D%98_%EB%B0%9C%EC%A0%84/%EC%87%84%EA%B5%AD%EA%B3%BC_%EA%B0%9C%ED%99%94_%EC%A0%95%EC%B1%85/%EA%B5%AD%EC%A0%9C%EB%AC%B4%EB%8C%80%EC%97%90%EC%9D%98_%EC%A7%84%EC%B6%9C
한국사,근대사회의 발전,쇄국과 개화 정책,개화정책과 그 반향,개화정책과 그 반향,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%ED%95%9C%EA%B5%AD%EC%82%AC/%EA%B7%BC%EB%8C%80%EC%82%AC%ED%9A%8C%EC%9D%98_%EB%B0%9C%EC%A0%84/%EC%87%84%EA%B5%AD%EA%B3%BC_%EA%B0%9C%ED%99%94_%EC%A0%95%EC%B1%85/%EA%B0%9C%ED%99%94%EC%A0%95%EC%B1%85%EA%B3%BC_%EA%B7%B8_%EB%B0%98%ED%96%A5
한국사,근대사회의 발전,쇄국과 개화 정책,개화파의 개혁운동,개화파의 개혁운동,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%ED%95%9C%EA%B5%AD%EC%82%AC/%EA%B7%BC%EB%8C%80%EC%82%AC%ED%9A%8C%EC%9D%98_%EB%B0%9C%EC%A0%84/%EC%87%84%EA%B5%AD%EA%B3%BC_%EA%B0%9C%ED%99%94_%EC%A0%95%EC%B1%85/%EA%B0%9C%ED%99%94%ED%8C%8C%EC%9D%98_%EA%B0%9C%ED%98%81%EC%9A%B4%EB%8F%99
한국사,근대사회의 발전,쇄국과 개화 정책,열강세력 속의 조선,열강세력 속의 조선,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%ED%95%9C%EA%B5%AD%EC%82%AC/%EA%B7%BC%EB%8C%80%EC%82%AC%ED%9A%8C%EC%9D%98_%EB%B0%9C%EC%A0%84/%EC%87%84%EA%B5%AD%EA%B3%BC_%EA%B0%9C%ED%99%94_%EC%A0%95%EC%B1%85/%EC%97%B4%EA%B0%95%EC%84%B8%EB%A0%A5_%EC%86%8D%EC%9D%98_%EC%A1%B0%EC%84%A0
한국사,근대사회의 발전,동학운동과 갑오경장,동학혁명,동학혁명,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%ED%95%9C%EA%B5%AD%EC%82%AC/%EA%B7%BC%EB%8C%80%EC%82%AC%ED%9A%8C%EC%9D%98_%EB%B0%9C%EC%A0%84/%EB%8F%99%ED%95%99%EC%9A%B4%EB%8F%99%EA%B3%BC_%EA%B0%91%EC%98%A4%EA%B2%BD%EC%9E%A5/%EB%8F%99%ED%95%99%ED%98%81%EB%AA%85
한국사,근대사회의 발전,동학운동과 갑오경장,청일전쟁,청일전쟁,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%ED%95%9C%EA%B5%AD%EC%82%AC/%EA%B7%BC%EB%8C%80%EC%82%AC%ED%9A%8C%EC%9D%98_%EB%B0%9C%EC%A0%84/%EB%8F%99%ED%95%99%EC%9A%B4%EB%8F%99%EA%B3%BC_%EA%B0%91%EC%98%A4%EA%B2%BD%EC%9E%A5/%EC%B2%AD%EC%9D%BC%EC%A0%84%EC%9F%81
한국사,근대사회의 발전,동학운동과 갑오경장,갑오경장,갑오경장,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%ED%95%9C%EA%B5%AD%EC%82%AC/%EA%B7%BC%EB%8C%80%EC%82%AC%ED%9A%8C%EC%9D%98_%EB%B0%9C%EC%A0%84/%EB%8F%99%ED%95%99%EC%9A%B4%EB%8F%99%EA%B3%BC_%EA%B0%91%EC%98%A4%EA%B2%BD%EC%9E%A5/%EA%B0%91%EC%98%A4%EA%B2%BD%EC%9E%A5
한국사,근대사회의 발전,동학운동과 갑오경장,러·일 대립 속의 조선,러·일 대립 속의 조선,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%ED%95%9C%EA%B5%AD%EC%82%AC/%EA%B7%BC%EB%8C%80%EC%82%AC%ED%9A%8C%EC%9D%98_%EB%B0%9C%EC%A0%84/%EB%8F%99%ED%95%99%EC%9A%B4%EB%8F%99%EA%B3%BC_%EA%B0%91%EC%98%A4%EA%B2%BD%EC%9E%A5/%EB%9F%AC%C2%B7%EC%9D%BC_%EB%8C%80%EB%A6%BD_%EC%86%8D%EC%9D%98_%EC%A1%B0%EC%84%A0
한국사,민족의 독립운동,일제침략과 독립운동,독립협회의 운동,독립협회의 운동,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%ED%95%9C%EA%B5%AD%EC%82%AC/%EB%AF%BC%EC%A1%B1%EC%9D%98_%EB%8F%85%EB%A6%BD%EC%9A%B4%EB%8F%99/%EC%9D%BC%EC%A0%9C%EC%B9%A8%EB%9E%B5%EA%B3%BC_%EB%8F%85%EB%A6%BD%EC%9A%B4%EB%8F%99/%EB%8F%85%EB%A6%BD%ED%98%91%ED%9A%8C%EC%9D%98_%EC%9A%B4%EB%8F%99
한국사,민족의 독립운동,일제침략과 독립운동,20세기 전반의 한국,20세기 전반의 한국,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%ED%95%9C%EA%B5%AD%EC%82%AC/%EB%AF%BC%EC%A1%B1%EC%9D%98_%EB%8F%85%EB%A6%BD%EC%9A%B4%EB%8F%99/%EC%9D%BC%EC%A0%9C%EC%B9%A8%EB%9E%B5%EA%B3%BC_%EB%8F%85%EB%A6%BD%EC%9A%B4%EB%8F%99/20%EC%84%B8%EA%B8%B0_%EC%A0%84%EB%B0%98%EC%9D%98_%ED%95%9C%EA%B5%AD
한국사,민족의 독립운동,일제침략과 독립운동,러·일 전쟁,러·일 전쟁,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%ED%95%9C%EA%B5%AD%EC%82%AC/%EB%AF%BC%EC%A1%B1%EC%9D%98_%EB%8F%85%EB%A6%BD%EC%9A%B4%EB%8F%99/%EC%9D%BC%EC%A0%9C%EC%B9%A8%EB%9E%B5%EA%B3%BC_%EB%8F%85%EB%A6%BD%EC%9A%B4%EB%8F%99/%EB%9F%AC%C2%B7%EC%9D%BC_%EC%A0%84%EC%9F%81
한국사,민족의 독립운동,일제침략과 독립운동,일제의 침략과 민족적 항쟁,일제의 침략과 민족적 항쟁,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%ED%95%9C%EA%B5%AD%EC%82%AC/%EB%AF%BC%EC%A1%B1%EC%9D%98_%EB%8F%85%EB%A6%BD%EC%9A%B4%EB%8F%99/%EC%9D%BC%EC%A0%9C%EC%B9%A8%EB%9E%B5%EA%B3%BC_%EB%8F%85%EB%A6%BD%EC%9A%B4%EB%8F%99/%EC%9D%BC%EC%A0%9C%EC%9D%98_%EC%B9%A8%EB%9E%B5%EA%B3%BC_%EB%AF%BC%EC%A1%B1%EC%A0%81_%ED%95%AD%EC%9F%81
한국사,민족의 독립운동,신문화운동과 3·1운동,신문화운동의 발생,신문화운동의 발생,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%ED%95%9C%EA%B5%AD%EC%82%AC/%EB%AF%BC%EC%A1%B1%EC%9D%98_%EB%8F%85%EB%A6%BD%EC%9A%B4%EB%8F%99/%EC%8B%A0%EB%AC%B8%ED%99%94%EC%9A%B4%EB%8F%99%EA%B3%BC_3%C2%B71%EC%9A%B4%EB%8F%99/%EC%8B%A0%EB%AC%B8%ED%99%94%EC%9A%B4%EB%8F%99%EC%9D%98_%EB%B0%9C%EC%83%9D
한국사,민족의 독립운동,신문화운동과 3·1운동,일제의 한국 강점과 식민정책,일제의 한국 강점과 식민정책,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%ED%95%9C%EA%B5%AD%EC%82%AC/%EB%AF%BC%EC%A1%B1%EC%9D%98_%EB%8F%85%EB%A6%BD%EC%9A%B4%EB%8F%99/%EC%8B%A0%EB%AC%B8%ED%99%94%EC%9A%B4%EB%8F%99%EA%B3%BC_3%C2%B71%EC%9A%B4%EB%8F%99/%EC%9D%BC%EC%A0%9C%EC%9D%98_%ED%95%9C%EA%B5%AD_%EA%B0%95%EC%A0%90%EA%B3%BC_%EC%8B%9D%EB%AF%BC%EC%A0%95%EC%B1%85
한국사,민족의 독립운동,신문화운동과 3·1운동,3·1운동,3·1운동,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%ED%95%9C%EA%B5%AD%EC%82%AC/%EB%AF%BC%EC%A1%B1%EC%9D%98_%EB%8F%85%EB%A6%BD%EC%9A%B4%EB%8F%99/%EC%8B%A0%EB%AC%B8%ED%99%94%EC%9A%B4%EB%8F%99%EA%B3%BC_3%C2%B71%EC%9A%B4%EB%8F%99/3%C2%B71%EC%9A%B4%EB%8F%99
한국사,민족의 독립운동,신문화운동과 3·1운동,일제 식민정책의 전환,일제 식민정책의 전환,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%ED%95%9C%EA%B5%AD%EC%82%AC/%EB%AF%BC%EC%A1%B1%EC%9D%98_%EB%8F%85%EB%A6%BD%EC%9A%B4%EB%8F%99/%EC%8B%A0%EB%AC%B8%ED%99%94%EC%9A%B4%EB%8F%99%EA%B3%BC_3%C2%B71%EC%9A%B4%EB%8F%99/%EC%9D%BC%EC%A0%9C_%EC%8B%9D%EB%AF%BC%EC%A0%95%EC%B1%85%EC%9D%98_%EC%A0%84%ED%99%98
한국사,민족의 독립운동,신문화운동과 3·1운동,민족운동의 새 양상,민족운동의 새 양상,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%ED%95%9C%EA%B5%AD%EC%82%AC/%EB%AF%BC%EC%A1%B1%EC%9D%98_%EB%8F%85%EB%A6%BD%EC%9A%B4%EB%8F%99/%EC%8B%A0%EB%AC%B8%ED%99%94%EC%9A%B4%EB%8F%99%EA%B3%BC_3%C2%B71%EC%9A%B4%EB%8F%99/%EB%AF%BC%EC%A1%B1%EC%9A%B4%EB%8F%99%EC%9D%98_%EC%83%88_%EC%96%91%EC%83%81
한국사,민족의 독립운동,신문화운동과 3·1운동,신문화운동,신문화운동,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%ED%95%9C%EA%B5%AD%EC%82%AC/%EB%AF%BC%EC%A1%B1%EC%9D%98_%EB%8F%85%EB%A6%BD%EC%9A%B4%EB%8F%99/%EC%8B%A0%EB%AC%B8%ED%99%94%EC%9A%B4%EB%8F%99%EA%B3%BC_3%C2%B71%EC%9A%B4%EB%8F%99/%EC%8B%A0%EB%AC%B8%ED%99%94%EC%9A%B4%EB%8F%99
한국사,민족의 독립운동,신문화운동과 3·1운동,일본의 민족말살 정책,일본의 민족말살 정책,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%ED%95%9C%EA%B5%AD%EC%82%AC/%EB%AF%BC%EC%A1%B1%EC%9D%98_%EB%8F%85%EB%A6%BD%EC%9A%B4%EB%8F%99/%EC%8B%A0%EB%AC%B8%ED%99%94%EC%9A%B4%EB%8F%99%EA%B3%BC_3%C2%B71%EC%9A%B4%EB%8F%99/%EC%9D%BC%EB%B3%B8%EC%9D%98_%EB%AF%BC%EC%A1%B1%EB%A7%90%EC%82%B4_%EC%A0%95%EC%B1%85
한국사,현대사회의 발달,대한민국의 성립,20세기 후반의 한국,20세기 후반의 한국,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%ED%95%9C%EA%B5%AD%EC%82%AC/%ED%98%84%EB%8C%80%EC%82%AC%ED%9A%8C%EC%9D%98_%EB%B0%9C%EB%8B%AC/%EB%8C%80%ED%95%9C%EB%AF%BC%EA%B5%AD%EC%9D%98_%EC%84%B1%EB%A6%BD/20%EC%84%B8%EA%B8%B0_%ED%9B%84%EB%B0%98%EC%9D%98_%ED%95%9C%EA%B5%AD
한국사,현대사회의 발달,대한민국의 성립,8·15광복,8·15광복,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%ED%95%9C%EA%B5%AD%EC%82%AC/%ED%98%84%EB%8C%80%EC%82%AC%ED%9A%8C%EC%9D%98_%EB%B0%9C%EB%8B%AC/%EB%8C%80%ED%95%9C%EB%AF%BC%EA%B5%AD%EC%9D%98_%EC%84%B1%EB%A6%BD/8%C2%B715%EA%B4%91%EB%B3%B5
한국사,현대사회의 발달,대한민국의 성립,대한민국의 수립,대한민국의 수립,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%ED%95%9C%EA%B5%AD%EC%82%AC/%ED%98%84%EB%8C%80%EC%82%AC%ED%9A%8C%EC%9D%98_%EB%B0%9C%EB%8B%AC/%EB%8C%80%ED%95%9C%EB%AF%BC%EA%B5%AD%EC%9D%98_%EC%84%B1%EB%A6%BD/%EB%8C%80%ED%95%9C%EB%AF%BC%EA%B5%AD%EC%9D%98_%EC%88%98%EB%A6%BD
한국사,현대사회의 발달,시련과 민주주의의 발전,6·25전쟁,6·25전쟁,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%ED%95%9C%EA%B5%AD%EC%82%AC/%ED%98%84%EB%8C%80%EC%82%AC%ED%9A%8C%EC%9D%98_%EB%B0%9C%EB%8B%AC/%EC%8B%9C%EB%A0%A8%EA%B3%BC_%EB%AF%BC%EC%A3%BC%EC%A3%BC%EC%9D%98%EC%9D%98_%EB%B0%9C%EC%A0%84/6%C2%B725%EC%A0%84%EC%9F%81
한국사,현대사회의 발달,시련과 민주주의의 발전,4월혁명,4월혁명,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%ED%95%9C%EA%B5%AD%EC%82%AC/%ED%98%84%EB%8C%80%EC%82%AC%ED%9A%8C%EC%9D%98_%EB%B0%9C%EB%8B%AC/%EC%8B%9C%EB%A0%A8%EA%B3%BC_%EB%AF%BC%EC%A3%BC%EC%A3%BC%EC%9D%98%EC%9D%98_%EB%B0%9C%EC%A0%84/4%EC%9B%94%ED%98%81%EB%AA%85
한국사,현대사회의 발달,시련과 민주주의의 발전,5·16군사정변,5·16군사정변,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%ED%95%9C%EA%B5%AD%EC%82%AC/%ED%98%84%EB%8C%80%EC%82%AC%ED%9A%8C%EC%9D%98_%EB%B0%9C%EB%8B%AC/%EC%8B%9C%EB%A0%A8%EA%B3%BC_%EB%AF%BC%EC%A3%BC%EC%A3%BC%EC%9D%98%EC%9D%98_%EB%B0%9C%EC%A0%84/5%C2%B716%EA%B5%B0%EC%82%AC%EC%A0%95%EB%B3%80
한국사,현대사회의 발달,발전하는 대한민국,10월유신,10월유신,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%ED%95%9C%EA%B5%AD%EC%82%AC/%ED%98%84%EB%8C%80%EC%82%AC%ED%9A%8C%EC%9D%98_%EB%B0%9C%EB%8B%AC/%EB%B0%9C%EC%A0%84%ED%95%98%EB%8A%94_%EB%8C%80%ED%95%9C%EB%AF%BC%EA%B5%AD/10%EC%9B%94%EC%9C%A0%EC%8B%A0
한국사,현대사회의 발달,발전하는 대한민국,제5공화국,제5공화국,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%ED%95%9C%EA%B5%AD%EC%82%AC/%ED%98%84%EB%8C%80%EC%82%AC%ED%9A%8C%EC%9D%98_%EB%B0%9C%EB%8B%AC/%EB%B0%9C%EC%A0%84%ED%95%98%EB%8A%94_%EB%8C%80%ED%95%9C%EB%AF%BC%EA%B5%AD/%EC%A0%9C5%EA%B3%B5%ED%99%94%EA%B5%AD
한국사,현대사회의 발달,발전하는 대한민국,제6공화국,제6공화국,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%ED%95%9C%EA%B5%AD%EC%82%AC/%ED%98%84%EB%8C%80%EC%82%AC%ED%9A%8C%EC%9D%98_%EB%B0%9C%EB%8B%AC/%EB%B0%9C%EC%A0%84%ED%95%98%EB%8A%94_%EB%8C%80%ED%95%9C%EB%AF%BC%EA%B5%AD/%EC%A0%9C6%EA%B3%B5%ED%99%94%EA%B5%AD
세계사,인류 문화의 시작,인류의 탄생,기원전 4000년 이전의 세계,기원전 4000년 이전의 세계,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EC%84%B8%EA%B3%84%EC%82%AC/%EC%9D%B8%EB%A5%98_%EB%AC%B8%ED%99%94%EC%9D%98_%EC%8B%9C%EC%9E%91/%EC%9D%B8%EB%A5%98%EC%9D%98_%ED%83%84%EC%83%9D/%EA%B8%B0%EC%9B%90%EC%A0%84_4000%EB%85%84_%EC%9D%B4%EC%A0%84%EC%9D%98_%EC%84%B8%EA%B3%84
세계사,인류 문화의 시작,인류의 탄생,인류의 발생,인류의 발생,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EC%84%B8%EA%B3%84%EC%82%AC/%EC%9D%B8%EB%A5%98_%EB%AC%B8%ED%99%94%EC%9D%98_%EC%8B%9C%EC%9E%91/%EC%9D%B8%EB%A5%98%EC%9D%98_%ED%83%84%EC%83%9D/%EC%9D%B8%EB%A5%98%EC%9D%98_%EB%B0%9C%EC%83%9D
세계사,인류 문화의 시작,인류의 탄생,구인류의 출현,구인류의 출현,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EC%84%B8%EA%B3%84%EC%82%AC/%EC%9D%B8%EB%A5%98_%EB%AC%B8%ED%99%94%EC%9D%98_%EC%8B%9C%EC%9E%91/%EC%9D%B8%EB%A5%98%EC%9D%98_%ED%83%84%EC%83%9D/%EA%B5%AC%EC%9D%B8%EB%A5%98%EC%9D%98_%EC%B6%9C%ED%98%84
세계사,인류 문화의 시작,인류의 탄생,전기 구석기시대,전기 구석기시대,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EC%84%B8%EA%B3%84%EC%82%AC/%EC%9D%B8%EB%A5%98_%EB%AC%B8%ED%99%94%EC%9D%98_%EC%8B%9C%EC%9E%91/%EC%9D%B8%EB%A5%98%EC%9D%98_%ED%83%84%EC%83%9D/%EC%A0%84%EA%B8%B0_%EA%B5%AC%EC%84%9D%EA%B8%B0%EC%8B%9C%EB%8C%80
세계사,인류 문화의 시작,인류의 탄생,현생인류의 출현,현생인류의 출현,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EC%84%B8%EA%B3%84%EC%82%AC/%EC%9D%B8%EB%A5%98_%EB%AC%B8%ED%99%94%EC%9D%98_%EC%8B%9C%EC%9E%91/%EC%9D%B8%EB%A5%98%EC%9D%98_%ED%83%84%EC%83%9D/%ED%98%84%EC%83%9D%EC%9D%B8%EB%A5%98%EC%9D%98_%EC%B6%9C%ED%98%84
세계사,인류 문화의 시작,인류의 탄생,후기 구석기시대·중석기시대,후기 구석기시대·중석기시대,https://ko.wikisource.org//wiki/%EA%B8%80%EB%A1%9C%EB%B2%8C_%EC%84%B8%EA%B3%84_%EB%8C%80%EB%B0%B1%EA%B3%BC%EC%82%AC%EC%A0%84/%EC%84%B8%EA%B3%84%EC%82%AC/%EC%9D%B8%EB%A5%98_%EB%AC%B8%ED%99%94%EC%9D%98_%EC%8B%9C%EC%9E%91/%EC%9D%B8%EB%A5%98%EC%9D%98_%ED%83%84%EC%83%9D/%ED%9B%84%EA%B8%B0_%EA%B5%AC%EC%84%9D%EA%B8%B0%EC%8B%9C%EB%8C%80%C2%B7%EC%A4%91%EC%84%9D%EA%B8%B0%EC%8B%9C%EB%8C%80
